Account_ID,Customer_ID,Branch_ID,Account_Type,Open_Date,Balance,Account_Status
ACC00139,CUST00139,BR042,Savings,2022-06-02,48196.89,Active
ACC00141,CUST00141,BR003,Savings,2021-04-25,26528.81,Active
ACC00143,CUST00143,BR036,Savings,2021-02-14,91884.54,Active
ACC00145,CUST00145,BR023,Savings,2021-05-15,32278.74,Active
ACC00150,CUST00150,BR036,Savings,2022-02-26,32011.52,Active
ACC00152,CUST00152,BR024,Savings,2024-05-04,25498.74,Active
ACC00155,CUST00155,BR004,Savings,2021-06-22,54327.91,Active
ACC00157,CUST00157,BR036,Savings,2023-03-06,21366.54,Active
ACC00158,CUST00158,BR005,Savings,2021-10-20,99254.59,Active
ACC00159,CUST00159,BR011,Savings,2022-06-11,68003.85,Active
ACC00162,CUST00162,BR005,Savings,2022-04-22,21073.3,Active
ACC00163,CUST00163,BR024,Savings,2022-05-28,90678.46,Active
ACC00164,CUST00164,BR029,Savings,2022-04-02,19882.86,Active
ACC00166,CUST00166,BR023,Savings,2021-11-28,85545.59,Active
ACC00167,CUST00167,BR038,Savings,2022-10-01,68872.46,Active
ACC00168,CUST00168,BR023,Savings,2022-07-09,154038.12,Active
ACC00169,CUST00169,BR048,Savings,2022-11-20,79643.29,Active
ACC00170,CUST00170,BR023,Savings,2024-01-26,51108.99,Active
ACC00174,CUST00174,BR040,Savings,2024-03-17,204390.42,Active
ACC00176,CUST00176,BR018,Savings,2022-10-04,143950.63,Active
ACC00181,CUST00181,BR044,Savings,2021-07-08,163591.69,Active
ACC00186,CUST00186,BR022,Savings,2021-09-27,109059.16,Active
ACC00187,CUST00187,BR050,Savings,2022-03-16,220863.99,Active
ACC00192,CUST00192,BR036,Savings,2023-09-25,24242,Active
ACC00204,CUST00204,BR033,Savings,2021-07-28,8887.89,Active
ACC00205,CUST00205,BR005,Savings,2023-05-23,32135.74,Active
ACC00209,CUST00209,BR013,Savings,2022-12-17,89028.04,Active
ACC00211,CUST00211,BR036,Savings,2022-12-23,347996.85,Active
ACC00213,CUST00213,BR038,Savings,2021-09-26,19934.23,Active
ACC00216,CUST00216,BR013,Savings,2023-04-09,72320.49,Active
ACC00218,CUST00218,BR036,Savings,2023-10-19,133209.81,Active
ACC00222,CUST00222,BR043,Savings,2023-02-18,39955.13,Active
ACC00224,CUST00224,BR012,Savings,2021-10-18,111761.63,Active
ACC00226,CUST00226,BR018,Savings,2023-10-08,41104.91,Active
ACC00227,CUST00227,BR031,Savings,2021-04-25,14687.27,Active
ACC00230,CUST00230,BR003,Savings,2023-05-03,29509.46,Active
ACC00237,CUST00237,BR027,Savings,2023-10-06,85432.56,Active
ACC00241,CUST00241,BR030,Savings,2023-05-24,56349.19,Active
ACC00246,CUST00246,BR036,Savings,2022-08-18,128065.2,Active
ACC00254,CUST00254,BR004,Savings,2023-03-29,137359.41,Active
ACC00256,CUST00256,BR013,Savings,2022-10-06,54821.23,Active
ACC00259,CUST00259,BR040,Savings,2022-01-15,250066.17,Active
ACC00260,CUST00260,BR050,Savings,2022-04-25,56496.7,Active
ACC00261,CUST00261,BR003,Savings,2021-10-27,106270.87,Active
ACC00262,CUST00262,BR033,Savings,2022-12-24,642155.11,Active
ACC00263,CUST00263,BR011,Savings,2021-07-11,22410.24,Active
ACC00266,CUST00266,BR011,Savings,2021-06-10,34389.94,Active
ACC00274,CUST00274,BR043,Savings,2023-01-20,43266.58,Active
ACC00277,CUST00277,BR022,Savings,2022-05-27,157669.18,Active
ACC00279,CUST00279,BR048,Savings,2021-10-02,74080.07,Active
ACC00282,CUST00282,BR032,Savings,2021-06-05,75029.89,Active
ACC00284,CUST00284,BR038,Savings,2023-05-16,67964.15,Active
ACC00286,CUST00286,BR011,Savings,2023-01-24,16205.66,Active
ACC00287,CUST00287,BR038,Savings,2021-07-02,330572.24,Active
ACC00288,CUST00288,BR002,Savings,2021-03-30,31998.65,Active
ACC00289,CUST00289,BR030,Savings,2021-04-13,35309.78,Active
ACC00290,CUST00290,BR020,Savings,2021-06-21,29600.2,Active
ACC00291,CUST00291,BR050,Savings,2021-04-30,54197.36,Active
ACC00294,CUST00294,BR031,Savings,2022-11-01,67944.47,Active
ACC00295,CUST00295,BR050,Savings,2023-04-02,92105.76,Active
ACC00297,CUST00297,BR036,Savings,2024-05-17,5054.56,Active
ACC00298,CUST00298,BR003,Savings,2023-12-22,78838.51,Active
ACC00300,CUST00300,BR033,Savings,2021-11-09,38199.35,Active
ACC00301,CUST00301,BR023,Savings,2022-03-28,35577.68,Active
ACC00302,CUST00302,BR012,Savings,2021-10-30,110495.28,Active
ACC00303,CUST00303,BR042,Savings,2023-04-23,26823.09,Active
ACC00304,CUST00304,BR050,Savings,2023-10-02,7836.95,Active
ACC00310,CUST00310,BR012,Savings,2021-04-04,28118.66,Active
ACC00311,CUST00311,BR017,Savings,2023-02-27,222823.68,Active
ACC00315,CUST00315,BR036,Savings,2022-04-25,191549.4,Active
ACC00320,CUST00320,BR048,Savings,2023-12-10,108365.94,Active
ACC00322,CUST00322,BR013,Savings,2021-10-21,58180.33,Active
ACC00329,CUST00329,BR033,Savings,2023-06-16,30626.83,Active
ACC00332,CUST00332,BR011,Savings,2023-08-06,43456.01,Active
ACC00334,CUST00334,BR042,Savings,2024-03-15,75430.06,Active
ACC00339,CUST00339,BR020,Savings,2022-02-13,51613.08,Active
ACC00341,CUST00341,BR004,Savings,2022-10-31,22911.71,Active
ACC00343,CUST00343,BR031,Savings,2022-06-10,221735.92,Active
ACC00346,CUST00346,BR032,Savings,2021-07-29,129555,Active
ACC00347,CUST00347,BR033,Savings,2021-08-28,35173.29,Active
ACC00350,CUST00350,BR018,Savings,2022-07-12,149426.74,Active
ACC00356,CUST00356,BR011,Savings,2023-08-19,125085.02,Active
ACC00360,CUST00360,BR002,Savings,2021-10-29,53851.74,Active
ACC00362,CUST00362,BR029,Savings,2024-03-31,69055.69,Active
ACC00363,CUST00363,BR040,Savings,2023-07-27,132398.87,Active
ACC00365,CUST00365,BR036,Savings,2021-07-07,36257.96,Active
ACC00370,CUST00370,BR042,Savings,2021-07-01,207288.81,Active
ACC00371,CUST00371,BR002,Savings,2023-05-16,186233.98,Active
ACC00377,CUST00377,BR044,Savings,2024-05-14,11959.22,Active
ACC00381,CUST00381,BR018,Savings,2023-03-03,23667.6,Active
ACC00387,CUST00387,BR004,Savings,2021-05-06,60959.22,Active
ACC00388,CUST00388,BR023,Savings,2021-04-18,85217.03,Active
ACC00389,CUST00389,BR028,Savings,2022-01-06,46604.58,Active
ACC00390,CUST00390,BR050,Savings,2024-03-28,17256.61,Active
ACC00391,CUST00391,BR005,Savings,2023-02-09,47050.04,Active
ACC00393,CUST00393,BR024,Savings,2021-11-28,86152.25,Active
ACC00394,CUST00394,BR007,Savings,2024-02-18,86632.17,Active
ACC00398,CUST00398,BR002,Savings,2022-06-19,55045.97,Active
ACC00401,CUST00401,BR007,Savings,2024-06-25,51182.37,Active
ACC00402,CUST00402,BR013,Savings,2023-01-31,41315.86,Active
ACC00405,CUST00405,BR033,Savings,2024-07-10,49457.15,Active
ACC00409,CUST00409,BR018,Savings,2022-11-28,87438.74,Active
ACC00410,CUST00410,BR031,Savings,2022-01-31,57490.14,Active
ACC00414,CUST00414,BR038,Savings,2022-04-20,102863.85,Active
ACC00415,CUST00415,BR043,Savings,2024-03-31,112090.29,Active
ACC00417,CUST00417,BR048,Savings,2023-10-30,44808.94,Active
ACC00420,CUST00420,BR025,Savings,2021-03-21,60491.13,Active
ACC00422,CUST00422,BR025,Savings,2022-08-14,32005.8,Active
ACC00424,CUST00424,BR025,Savings,2022-04-03,43778.42,Active
ACC00427,CUST00427,BR003,Savings,2023-07-13,40297.85,Active
ACC00428,CUST00428,BR050,Savings,2023-12-30,25940.21,Active
ACC00429,CUST00429,BR012,Savings,2022-12-30,30144.05,Active
ACC00434,CUST00434,BR038,Savings,2021-03-29,34856.18,Active
ACC00436,CUST00436,BR018,Savings,2021-03-07,65083.86,Active
ACC00439,CUST00439,BR020,Savings,2021-02-02,23633.08,Active
ACC00440,CUST00440,BR004,Savings,2022-08-20,80525.25,Active
ACC00444,CUST00444,BR030,Savings,2022-02-09,474567.86,Active
ACC00446,CUST00446,BR028,Savings,2023-12-25,21265.42,Active
ACC00448,CUST00448,BR020,Savings,2023-05-13,110347.44,Active
ACC00450,CUST00450,BR031,Savings,2024-05-04,18818.66,Active
ACC00452,CUST00452,BR045,Savings,2023-08-17,50486.39,Active
ACC00454,CUST00454,BR032,Savings,2024-07-20,39381.98,Active
ACC00456,CUST00456,BR030,Savings,2024-05-11,136049.58,Active
ACC00459,CUST00459,BR002,Savings,2022-07-01,118438.15,Active
ACC00462,CUST00462,BR031,Savings,2021-03-24,325776.32,Active
ACC00463,CUST00463,BR040,Savings,2022-10-24,245857.79,Active
ACC00467,CUST00467,BR030,Savings,2021-03-25,55302.32,Active
ACC00471,CUST00471,BR029,Savings,2024-02-14,155665.92,Active
ACC00472,CUST00472,BR005,Savings,2022-03-23,25868.66,Active
ACC00474,CUST00474,BR017,Savings,2024-07-08,63575.56,Active
ACC00475,CUST00475,BR045,Savings,2022-05-31,22715.37,Active
ACC00478,CUST00478,BR028,Savings,2022-04-21,13420.22,Active
ACC00480,CUST00480,BR036,Savings,2022-05-07,310504.2,Active
ACC00482,CUST00482,BR013,Savings,2023-04-18,89809.02,Active
ACC00483,CUST00483,BR003,Savings,2024-02-26,208974.48,Active
ACC00485,CUST00485,BR005,Savings,2022-03-29,44318.23,Active
ACC00489,CUST00489,BR025,Savings,2021-07-16,83161.31,Active
ACC00493,CUST00493,BR002,Savings,2022-03-25,103774.39,Active
ACC00495,CUST00495,BR004,Savings,2022-03-02,54387.64,Active
ACC00496,CUST00496,BR040,Savings,2021-06-16,53987.17,Active
ACC00500,CUST00500,BR004,Savings,2024-03-10,101932.81,Active
ACC00506,CUST00506,BR018,Savings,2021-03-20,52945.43,Active
ACC00508,CUST00508,BR038,Savings,2023-02-22,68438.01,Active
ACC00509,CUST00509,BR005,Savings,2022-11-29,101446.62,Active
ACC00511,CUST00511,BR023,Savings,2024-03-27,36352.92,Active
ACC00512,CUST00512,BR024,Savings,2023-02-05,78499.45,Active
ACC00513,CUST00513,BR023,Savings,2021-06-11,163783.41,Active
ACC00517,CUST00517,BR029,Savings,2024-05-10,46175.65,Active
ACC00524,CUST00524,BR013,Savings,2024-04-24,19745.78,Active
ACC00525,CUST00525,BR048,Savings,2022-12-07,48928.96,Active
ACC00528,CUST00528,BR013,Savings,2023-03-28,461020.97,Active
ACC00532,CUST00532,BR020,Savings,2022-06-10,142117.91,Active
ACC00533,CUST00533,BR005,Savings,2021-10-14,109781.86,Active
ACC00534,CUST00534,BR022,Savings,2022-06-27,59824.84,Active
ACC00536,CUST00536,BR011,Savings,2021-11-28,11332.06,Active
ACC00537,CUST00537,BR024,Savings,2021-04-02,36290.79,Active
ACC00539,CUST00539,BR033,Savings,2024-05-12,196201.05,Active
ACC00541,CUST00541,BR025,Savings,2023-07-31,56740.83,Active
ACC00543,CUST00543,BR027,Savings,2022-04-23,44289.46,Active
ACC00545,CUST00545,BR043,Savings,2021-05-22,4573.18,Active
ACC00558,CUST00558,BR036,Savings,2022-08-16,22863.74,Active
ACC00559,CUST00559,BR042,Savings,2022-06-11,108857.38,Active
ACC00560,CUST00560,BR024,Savings,2024-04-30,136286.27,Active
ACC00562,CUST00562,BR042,Savings,2023-05-21,25605.49,Active
ACC00572,CUST00572,BR048,Savings,2023-06-06,29757.63,Active
ACC00573,CUST00573,BR043,Savings,2023-02-23,21161.11,Active
ACC00574,CUST00574,BR034,Savings,2023-03-18,27342.13,Active
ACC00575,CUST00575,BR013,Savings,2021-09-22,240208.06,Active
ACC00579,CUST00579,BR050,Savings,2022-08-26,27867.1,Active
ACC00584,CUST00584,BR042,Savings,2022-04-16,32580.14,Active
ACC00585,CUST00585,BR033,Savings,2022-09-18,107901.71,Active
ACC00587,CUST00587,BR044,Savings,2021-09-12,116060.27,Active
ACC00588,CUST00588,BR036,Savings,2022-02-21,91565.84,Active
ACC00589,CUST00589,BR034,Savings,2021-08-24,27834.95,Active
ACC00590,CUST00590,BR045,Savings,2022-05-13,81959.56,Active
ACC00591,CUST00591,BR044,Savings,2021-05-13,17322.82,Active
ACC00595,CUST00595,BR028,Savings,2022-05-11,197035.94,Active
ACC00599,CUST00599,BR005,Savings,2024-03-19,140019.74,Active
ACC00601,CUST00601,BR044,Savings,2023-03-26,428387.16,Active
ACC00603,CUST00603,BR020,Savings,2021-07-27,79446.69,Active
ACC00604,CUST00604,BR045,Savings,2023-02-08,68179.71,Active
ACC00606,CUST00606,BR030,Savings,2023-01-22,110287.67,Active
ACC00607,CUST00607,BR034,Savings,2021-03-01,25357.03,Active
ACC00608,CUST00608,BR033,Savings,2023-03-29,81627.62,Active
ACC00610,CUST00610,BR038,Savings,2021-08-11,120289.19,Active
ACC00611,CUST00611,BR025,Savings,2022-07-08,27339.02,Active
ACC00612,CUST00612,BR005,Savings,2021-08-08,377226.82,Active
ACC00614,CUST00614,BR002,Savings,2024-03-31,264034.77,Active
ACC00615,CUST00615,BR029,Savings,2022-08-20,104054.04,Active
ACC00616,CUST00616,BR005,Savings,2021-06-21,82848.69,Active
ACC00617,CUST00617,BR028,Savings,2022-02-18,18077.46,Active
ACC00618,CUST00618,BR022,Savings,2022-06-12,17254.2,Active
ACC00619,CUST00619,BR007,Savings,2023-02-23,93919.6,Active
ACC00625,CUST00625,BR018,Savings,2021-02-15,27935.21,Active
ACC00631,CUST00631,BR031,Savings,2023-06-06,84923.72,Active
ACC00634,CUST00634,BR045,Savings,2023-10-14,25503.09,Active
ACC00637,CUST00637,BR027,Savings,2023-11-19,32064.31,Active
ACC00638,CUST00638,BR020,Savings,2024-03-12,81184.31,Active
ACC00640,CUST00640,BR034,Savings,2021-10-31,111316.26,Active
ACC00641,CUST00641,BR040,Savings,2023-04-10,29229.93,Active
ACC00643,CUST00643,BR040,Savings,2021-08-16,62674.61,Active
ACC00645,CUST00645,BR033,Savings,2021-10-10,374215.27,Active
ACC00647,CUST00647,BR020,Savings,2022-03-20,130479.57,Active
ACC00648,CUST00648,BR023,Savings,2023-08-14,100824.33,Active
ACC00649,CUST00649,BR045,Savings,2022-04-30,151657.93,Active
ACC00653,CUST00653,BR030,Savings,2022-08-16,19477.46,Active
ACC00656,CUST00656,BR033,Savings,2021-06-28,23163.24,Active
ACC00658,CUST00658,BR020,Savings,2022-02-05,32113.74,Active
ACC00659,CUST00659,BR033,Savings,2021-05-13,129291.05,Active
ACC00661,CUST00661,BR025,Savings,2021-08-01,29131.03,Active
ACC00664,CUST00664,BR040,Savings,2024-03-12,52590.5,Active
ACC00672,CUST00672,BR012,Savings,2022-02-17,266992.89,Active
ACC00675,CUST00675,BR034,Savings,2023-12-21,63256.32,Active
ACC00677,CUST00677,BR031,Savings,2021-01-27,143443.13,Active
ACC00684,CUST00684,BR011,Savings,2023-04-05,21517.83,Active
ACC00685,CUST00685,BR028,Savings,2023-12-18,509007.13,Active
ACC00687,CUST00687,BR029,Savings,2022-05-25,144302.26,Active
ACC00690,CUST00690,BR033,Savings,2022-08-29,43346.55,Active
ACC00696,CUST00696,BR002,Savings,2022-10-22,116152.66,Active
ACC00699,CUST00699,BR030,Savings,2022-08-01,49725.25,Active
ACC00702,CUST00702,BR038,Savings,2023-12-07,22635.16,Active
ACC00707,CUST00707,BR022,Savings,2024-05-16,94615.58,Active
ACC00711,CUST00711,BR023,Savings,2023-01-01,23932.05,Active
ACC00716,CUST00716,BR007,Savings,2021-06-14,36249.81,Active
ACC00719,CUST00719,BR017,Savings,2022-05-19,196099.45,Active
ACC00725,CUST00725,BR048,Savings,2022-12-27,166820.85,Active
ACC00726,CUST00726,BR007,Savings,2021-12-12,28969.48,Active
ACC00727,CUST00727,BR022,Savings,2022-06-08,152666.46,Active
ACC00730,CUST00730,BR007,Savings,2021-01-16,56552.34,Active
ACC00731,CUST00731,BR030,Savings,2021-05-05,35745,Active
ACC00732,CUST00732,BR042,Savings,2022-02-02,23213,Active
ACC00733,CUST00733,BR012,Savings,2023-03-15,349921.56,Active
ACC00735,CUST00735,BR022,Savings,2024-02-10,96891.98,Active
ACC00740,CUST00740,BR004,Savings,2021-07-06,83027.15,Active
ACC00741,CUST00741,BR029,Savings,2022-01-20,126634.24,Active
ACC00742,CUST00742,BR042,Savings,2023-08-04,145562.46,Active
ACC00743,CUST00743,BR045,Savings,2023-10-02,48271.26,Active
ACC00745,CUST00745,BR003,Savings,2021-10-10,20482.07,Active
ACC00755,CUST00755,BR042,Savings,2022-02-18,45500.93,Active
ACC00757,CUST00757,BR044,Savings,2023-07-23,241447.93,Active
ACC00763,CUST00763,BR025,Savings,2022-03-15,89150.94,Active
ACC00770,CUST00770,BR018,Savings,2022-11-07,86080.29,Active
ACC00773,CUST00773,BR042,Savings,2022-05-31,92677.36,Active
ACC00780,CUST00780,BR033,Savings,2022-06-14,118932.98,Active
ACC00781,CUST00781,BR012,Savings,2024-01-08,26932.56,Active
ACC00785,CUST00785,BR038,Savings,2021-11-13,91683.71,Active
ACC00796,CUST00796,BR017,Savings,2022-04-16,44865.66,Active
ACC00798,CUST00798,BR029,Savings,2022-12-07,28547.88,Active
ACC00799,CUST00799,BR025,Savings,2021-03-29,70555.21,Active
ACC00800,CUST00800,BR038,Savings,2021-11-01,81698.55,Active
ACC00805,CUST00805,BR032,Savings,2022-02-01,80019.58,Active
ACC00808,CUST00808,BR013,Savings,2021-10-13,172429.81,Active
ACC00809,CUST00809,BR023,Savings,2023-09-09,140986.05,Active
ACC00814,CUST00814,BR023,Savings,2022-01-07,110683.01,Active
ACC00819,CUST00819,BR033,Savings,2022-07-13,105710.09,Active
ACC00821,CUST00821,BR017,Savings,2024-07-16,47916.11,Active
ACC00822,CUST00822,BR028,Savings,2024-06-14,77723.45,Active
ACC00823,CUST00823,BR045,Savings,2021-06-30,96476.66,Active
ACC00825,CUST00825,BR027,Savings,2023-04-26,58229.69,Active
ACC00827,CUST00827,BR043,Savings,2022-11-20,39368.44,Active
ACC00828,CUST00828,BR045,Savings,2023-03-10,100406.46,Active
ACC00835,CUST00835,BR007,Savings,2021-02-17,11152.79,Active
ACC00837,CUST00837,BR027,Savings,2023-07-19,28519.09,Active
ACC00839,CUST00839,BR034,Savings,2022-07-07,145313.84,Active
ACC00840,CUST00840,BR004,Savings,2024-07-22,127893.51,Active
ACC00842,CUST00842,BR030,Savings,2022-10-18,293241.21,Active
ACC00847,CUST00847,BR031,Savings,2022-05-30,56593.65,Active
ACC00848,CUST00848,BR036,Savings,2024-04-11,96642.29,Active
ACC00849,CUST00849,BR050,Savings,2024-06-03,36130.76,Active
ACC00852,CUST00852,BR011,Savings,2024-02-15,36925.24,Active
ACC00857,CUST00857,BR048,Savings,2021-06-12,103335.88,Active
ACC00862,CUST00862,BR028,Savings,2023-09-24,46949.5,Active
ACC00863,CUST00863,BR024,Savings,2022-02-19,29910.36,Active
ACC00869,CUST00869,BR022,Savings,2021-01-28,45693.8,Active
ACC00870,CUST00870,BR038,Savings,2021-10-19,40441.24,Active
ACC00872,CUST00872,BR017,Savings,2023-12-29,62004.66,Active
ACC00877,CUST00877,BR029,Savings,2021-02-02,33823.19,Active
ACC00880,CUST00880,BR017,Savings,2023-05-19,33674.19,Active
ACC00887,CUST00887,BR012,Savings,2024-04-14,27834.86,Active
ACC00888,CUST00888,BR012,Savings,2023-04-20,18141.75,Active
ACC00890,CUST00890,BR004,Savings,2024-03-16,104478.42,Active
ACC00894,CUST00894,BR030,Savings,2022-10-30,57624.99,Active
ACC00896,CUST00896,BR005,Savings,2023-07-18,22606.47,Active
ACC00897,CUST00897,BR029,Savings,2022-01-09,16321.15,Active
ACC00903,CUST00903,BR031,Savings,2022-02-23,31651.7,Active
ACC00904,CUST00904,BR020,Savings,2021-11-02,34080.83,Active
ACC00906,CUST00906,BR028,Savings,2023-06-18,55992.65,Active
ACC00907,CUST00907,BR033,Savings,2024-01-31,128674.24,Active
ACC00913,CUST00913,BR034,Savings,2021-11-20,58435.77,Active
ACC00920,CUST00920,BR028,Savings,2022-02-28,68150.06,Active
ACC00921,CUST00921,BR017,Savings,2021-03-18,60512.59,Active
ACC00922,CUST00922,BR040,Savings,2022-10-29,20188.45,Active
ACC00924,CUST00924,BR007,Savings,2021-03-13,79178.66,Active
ACC00925,CUST00925,BR048,Savings,2021-02-27,57076.77,Active
ACC00928,CUST00928,BR004,Savings,2022-09-13,30565.97,Active
ACC00931,CUST00931,BR042,Savings,2022-06-10,220287.5,Active
ACC00933,CUST00933,BR012,Savings,2022-01-17,144947.11,Active
ACC00934,CUST00934,BR040,Savings,2023-12-24,389894.59,Active
ACC00935,CUST00935,BR032,Savings,2023-10-27,77457.14,Active
ACC00937,CUST00937,BR028,Savings,2021-07-23,97017.59,Active
ACC00938,CUST00938,BR002,Savings,2023-11-04,32294.81,Active
ACC00944,CUST00944,BR017,Savings,2021-07-02,244495.83,Active
ACC00945,CUST00945,BR012,Savings,2021-11-25,19367.9,Active
ACC00947,CUST00947,BR031,Savings,2023-11-20,35247.06,Active
ACC00948,CUST00948,BR050,Savings,2021-12-16,29616.2,Active
ACC00952,CUST00952,BR032,Savings,2024-02-02,48331.24,Active
ACC00960,CUST00960,BR013,Savings,2023-09-13,95888.16,Active
ACC00961,CUST00961,BR045,Savings,2021-12-03,78386.64,Active
ACC00965,CUST00965,BR040,Savings,2024-06-10,106189.15,Active
ACC00966,CUST00966,BR020,Savings,2022-03-26,66180.94,Active
ACC00967,CUST00967,BR045,Savings,2022-10-05,5816.05,Active
ACC00972,CUST00972,BR007,Savings,2022-10-20,155476.11,Active
ACC00974,CUST00974,BR040,Savings,2024-04-20,22938.93,Active
ACC00975,CUST00975,BR040,Savings,2023-01-09,47749.39,Active
ACC00977,CUST00977,BR031,Savings,2022-08-02,105590.26,Active
ACC00979,CUST00979,BR033,Savings,2022-03-24,50422.39,Active
ACC00980,CUST00980,BR043,Savings,2024-05-01,416298.5,Active
ACC00981,CUST00981,BR050,Savings,2022-10-30,156233.39,Active
ACC00983,CUST00983,BR011,Savings,2021-12-27,53893.03,Active
ACC00985,CUST00985,BR004,Savings,2023-10-15,21113.31,Active
ACC00986,CUST00986,BR048,Savings,2024-05-21,59593.65,Active
ACC00989,CUST00989,BR033,Savings,2021-04-07,164594.75,Active
ACC00992,CUST00992,BR025,Savings,2023-07-21,31428.06,Active
ACC01000,CUST01000,BR007,Savings,2021-05-13,24055.82,Active
ACC01006,CUST01006,BR040,Savings,2024-04-06,37496.67,Active
ACC01010,CUST01010,BR042,Savings,2022-12-10,59163.07,Active
ACC01011,CUST01011,BR044,Savings,2023-01-19,256296.97,Active
ACC01014,CUST01014,BR043,Savings,2022-11-20,50023.51,Active
ACC01018,CUST01018,BR027,Savings,2024-02-23,193049.77,Active
ACC01036,CUST01036,BR023,Savings,2021-06-15,21265.71,Active
ACC01037,CUST01037,BR022,Savings,2024-02-20,63014.58,Active
ACC01039,CUST01039,BR023,Savings,2021-08-29,64115.88,Active
ACC01040,CUST01040,BR029,Savings,2023-07-02,39911.69,Active
ACC01041,CUST01041,BR020,Savings,2024-05-01,265354.22,Active
ACC01044,CUST01044,BR033,Savings,2022-05-10,46233.42,Active
ACC01048,CUST01048,BR031,Savings,2023-02-13,32006.9,Active
ACC01053,CUST01053,BR012,Savings,2022-08-01,98708.44,Active
ACC01056,CUST01056,BR036,Savings,2023-04-16,126673.84,Active
ACC01058,CUST01058,BR048,Savings,2022-08-04,119944.48,Active
ACC01064,CUST01064,BR011,Savings,2024-05-22,177400.2,Active
ACC01066,CUST01066,BR005,Savings,2022-05-05,22474.99,Active
ACC01070,CUST01070,BR005,Savings,2024-01-30,81041.23,Active
ACC01078,CUST01078,BR011,Savings,2021-09-22,200555.79,Active
ACC01083,CUST01083,BR004,Savings,2021-02-22,21446.03,Active
ACC01086,CUST01086,BR018,Savings,2023-11-02,150033.25,Active
ACC01087,CUST01087,BR013,Savings,2023-05-24,263544.56,Active
ACC01089,CUST01089,BR045,Savings,2021-07-29,43932.38,Active
ACC01092,CUST01092,BR029,Savings,2023-02-25,80573.35,Active
ACC01096,CUST01096,BR031,Savings,2021-09-18,34553.03,Active
ACC01097,CUST01097,BR048,Savings,2023-04-08,20171.79,Active
ACC01099,CUST01099,BR005,Savings,2024-07-19,165597.89,Active
ACC01100,CUST01100,BR028,Savings,2024-04-05,63471.52,Active
ACC01101,CUST01101,BR017,Savings,2021-11-16,390050.7,Active
ACC01102,CUST01102,BR022,Savings,2022-07-04,71913.07,Active
ACC01106,CUST01106,BR044,Savings,2023-12-01,31824.56,Active
ACC01110,CUST01110,BR002,Savings,2021-10-17,41114.16,Active
ACC01113,CUST01113,BR027,Savings,2022-01-05,146515.5,Active
ACC01114,CUST01114,BR022,Savings,2021-10-12,88856.51,Active
ACC01115,CUST01115,BR048,Savings,2022-11-03,189359.93,Active
ACC01117,CUST01117,BR027,Savings,2022-07-14,47049.24,Active
ACC01119,CUST01119,BR022,Savings,2022-02-17,151745.06,Active
ACC01123,CUST01123,BR045,Savings,2022-07-01,29150.88,Active
ACC01125,CUST01125,BR031,Savings,2024-05-30,72049.31,Active
ACC01128,CUST01128,BR029,Savings,2023-10-29,29545.92,Active
ACC01129,CUST01129,BR034,Savings,2022-07-24,37837.25,Active
ACC01130,CUST01130,BR025,Savings,2023-03-28,216667.52,Active
ACC01133,CUST01133,BR017,Savings,2023-02-12,25127.57,Active
ACC01141,CUST01141,BR025,Savings,2024-02-04,37274.77,Active
ACC01142,CUST01142,BR030,Savings,2022-09-13,24962.69,Active
ACC01149,CUST01149,BR017,Savings,2022-01-06,72454.5,Active
ACC01152,CUST01152,BR033,Savings,2022-08-29,23220.42,Active
ACC01160,CUST01160,BR036,Savings,2023-06-29,60030.87,Active
ACC01161,CUST01161,BR004,Savings,2023-12-04,77222.61,Active
ACC01162,CUST01162,BR048,Savings,2021-06-19,28416.18,Active
ACC01163,CUST01163,BR012,Savings,2022-10-23,242051.33,Active
ACC01165,CUST01165,BR031,Savings,2021-02-28,105513.88,Active
ACC01167,CUST01167,BR032,Savings,2021-11-14,96212.89,Active
ACC01168,CUST01168,BR012,Savings,2023-07-02,35323.65,Active
ACC01169,CUST01169,BR005,Savings,2022-05-11,90977.73,Active
ACC01171,CUST01171,BR030,Savings,2022-02-21,25547.08,Active
ACC01172,CUST01172,BR045,Savings,2022-11-21,30167.81,Active
ACC01173,CUST01173,BR002,Savings,2023-05-07,24329.98,Active
ACC01176,CUST01176,BR020,Savings,2022-08-03,106552.42,Active
ACC01178,CUST01178,BR017,Savings,2024-03-01,30472.45,Active
ACC01179,CUST01179,BR012,Savings,2021-11-19,101852.24,Active
ACC01180,CUST01180,BR027,Savings,2021-04-11,39879.65,Active
ACC01181,CUST01181,BR040,Savings,2022-02-14,27707.84,Active
ACC01183,CUST01183,BR031,Savings,2022-08-13,54732.95,Active
ACC01184,CUST01184,BR042,Savings,2023-03-15,84546.24,Active
ACC01187,CUST01187,BR025,Savings,2023-03-15,116238.05,Active
ACC01188,CUST01188,BR007,Savings,2023-08-10,76691.37,Active
ACC01193,CUST01193,BR025,Savings,2024-06-03,188315.27,Active
ACC01194,CUST01194,BR029,Savings,2021-09-01,37317.08,Active
ACC01197,CUST01197,BR007,Savings,2022-01-01,79364.07,Active
ACC01198,CUST01198,BR050,Savings,2024-02-08,133554.89,Active
ACC01201,CUST01201,BR040,Savings,2021-10-30,42544.3,Active
ACC01202,CUST01202,BR024,Savings,2022-03-15,36691.06,Active
ACC01204,CUST01204,BR033,Savings,2021-09-03,68633.16,Active
ACC01205,CUST01205,BR034,Savings,2022-09-24,34635.71,Active
