Loan_ID,Customer_ID,Account_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Status,Approval_Date
LN03416,CUST04560,ACC04560,Personal,87372,9.61,12,Active,2025-04-03
LN03430,CUST01053,ACC01053,Personal,63856,9.77,12,Active,2023-08-16
LN03433,CUST03137,ACC03137,Personal,708765,11.36,12,Active,2023-01-10
LN00026,CUST03173,ACC03173,Personal,486972,14.11,60,Active,2021-11-25
LN00043,CUST00910,ACC00910,Personal,420634,10.99,60,Active,2023-08-19
LN00048,CUST02801,ACC02801,Personal,80050,9.39,60,Active,2022-11-22
LN00100,CUST04645,ACC04645,Personal,465479,12.91,60,Active,2024-10-01
LN00156,CUST03759,ACC03759,Personal,793059,13.78,60,Active,2025-12-11
LN00181,CUST01568,ACC01568,Personal,350739,10.86,60,Active,2021-07-01
LN00191,CUST01039,ACC01039,Personal,686032,13.65,60,Active,2022-06-05
LN00195,CUST04424,ACC04424,Personal,159618,10.57,60,Active,2025-05-28
LN00202,CUST04978,ACC04978,Personal,50881,14.37,60,Active,2022-10-03
LN00213,CUST03197,ACC03197,Personal,469891,14.77,60,Active,2022-08-09
LN00257,CUST01619,ACC01619,Personal,327868,12.65,60,Active,2024-04-30
LN00277,CUST02685,ACC02685,Personal,118550,14.77,60,Active,2024-04-04
LN00279,CUST01304,ACC01304,Personal,168846,14.52,60,Active,2022-10-26
LN00285,CUST02258,ACC02258,Personal,106978,14.18,60,Active,2023-10-27
LN00309,CUST01987,ACC01987,Personal,663506,11.38,60,Active,2023-08-24
LN00318,CUST01136,ACC01136,Personal,243132,8.71,60,Active,2024-08-09
LN00319,CUST04704,ACC04704,Personal,443885,8.35,60,Active,2024-11-05
LN00349,CUST04691,ACC04691,Personal,697494,12.98,60,Active,2025-03-19
LN00371,CUST02157,ACC02157,Personal,553211,14.08,60,Active,2023-10-29
LN00383,CUST03253,ACC03253,Personal,207429,14.21,60,Active,2023-04-24
LN00404,CUST01886,ACC01886,Personal,285761,14.84,60,Active,2023-09-02
LN00405,CUST01494,ACC01494,Personal,81098,7.72,60,Active,2024-01-24
LN00426,CUST00958,ACC00958,Personal,736834,12.82,60,Active,2025-08-01
LN00428,CUST00003,ACC00003,Personal,337249,10.59,60,Active,2023-03-26
LN00432,CUST03559,ACC03559,Personal,311652,11.60,60,Active,2023-07-31
LN00442,CUST02822,ACC02822,Personal,532620,15.93,60,Active,2022-06-01
LN00451,CUST04843,ACC04843,Personal,589398,9.76,60,Active,2024-09-30
LN00506,CUST01503,ACC01503,Personal,272191,13.82,60,Active,2024-06-12
LN00527,CUST00006,ACC00006,Personal,56221,15.69,60,Active,2025-03-01
LN00545,CUST01488,ACC01488,Personal,202413,8.21,60,Active,2023-04-05
LN00546,CUST01080,ACC01080,Personal,113831,7.76,60,Active,2023-07-21
LN00615,CUST03929,ACC03929,Personal,104431,13.75,60,Active,2024-11-05
LN00657,CUST04844,ACC04844,Personal,124432,9.02,60,Active,2023-04-24
LN00670,CUST03525,ACC03525,Personal,61951,9.99,60,Active,2022-09-22
LN00675,CUST03710,ACC03710,Personal,698774,7.30,60,Active,2025-04-17
LN00694,CUST04202,ACC04202,Personal,452313,13.56,60,Active,2024-02-04
LN00696,CUST01151,ACC01151,Personal,613708,11.65,60,Active,2023-12-12
LN00708,CUST00422,ACC00422,Personal,250294,10.44,60,Active,2024-05-30
LN00726,CUST03005,ACC03005,Personal,150053,11.87,60,Active,2021-11-14
LN00734,CUST00296,ACC00296,Personal,366532,15.80,60,Active,2024-10-04
LN00760,CUST00059,ACC00059,Personal,174638,15.92,60,Active,2023-10-07
LN00849,CUST04063,ACC04063,Personal,389988,14.56,60,Active,2024-11-12
LN00854,CUST01662,ACC01662,Personal,189362,9.99,60,Active,2023-04-25
LN00942,CUST04497,ACC04497,Personal,373109,11.96,60,Active,2025-09-28
LN00949,CUST02514,ACC02514,Personal,594764,14.92,60,Active,2025-03-17
LN00969,CUST01780,ACC01780,Personal,785635,11.15,60,Active,2022-05-26
LN00980,CUST00678,ACC00678,Personal,364392,14.85,60,Active,2025-06-01
LN00995,CUST02520,ACC02520,Personal,619537,7.10,60,Active,2022-09-20
LN01010,CUST02216,ACC02216,Personal,159460,11.55,60,Active,2024-06-02
LN01050,CUST00037,ACC00037,Personal,574986,10.49,60,Active,2024-01-11
LN01076,CUST00701,ACC00701,Personal,671767,12.93,60,Active,2024-11-28
LN01087,CUST04110,ACC04110,Personal,697255,13.93,60,Active,2024-05-13
LN01116,CUST01067,ACC01067,Personal,757192,7.17,60,Active,2024-01-06
LN01136,CUST01043,ACC01043,Personal,281487,14.17,60,Active,2023-11-19
LN01154,CUST00635,ACC00635,Personal,288682,7.02,60,Active,2021-11-14
LN01181,CUST02936,ACC02936,Personal,356396,8.60,60,Active,2022-06-13
LN01187,CUST04121,ACC04121,Personal,254145,11.57,60,Active,2025-07-31
LN01249,CUST02851,ACC02851,Personal,358644,14.73,60,Active,2024-06-13
LN01273,CUST00942,ACC00942,Personal,768662,14.80,60,Active,2024-03-31
LN01302,CUST02710,ACC02710,Personal,153990,9.75,60,Active,2023-03-30
LN01324,CUST02435,ACC02435,Personal,106050,9.75,60,Active,2024-11-29
LN01326,CUST01237,ACC01237,Personal,631887,15.95,60,Active,2024-08-10
LN01391,CUST02900,ACC02900,Personal,518440,10.89,60,Active,2025-05-02
LN01398,CUST03073,ACC03073,Personal,720065,14.10,60,Active,2023-12-08
LN01403,CUST02772,ACC02772,Personal,719711,7.84,60,Active,2023-03-21
LN01408,CUST03497,ACC03497,Personal,170322,13.45,60,Active,2024-09-07
LN01434,CUST00976,ACC00976,Personal,164503,9.70,60,Active,2023-03-26
LN01453,CUST02696,ACC02696,Personal,499312,13.08,60,Active,2024-03-28
LN01489,CUST00586,ACC00586,Personal,364041,13.93,60,Active,2023-05-22
LN01493,CUST02643,ACC02643,Personal,78004,11.84,60,Active,2025-04-06
LN01512,CUST03309,ACC03309,Personal,182166,11.53,60,Active,2023-03-26
LN01514,CUST00503,ACC00503,Personal,385004,15.86,60,Active,2024-12-01
LN01515,CUST00486,ACC00486,Personal,56308,10.48,60,Active,2023-03-08
LN01526,CUST02887,ACC02887,Personal,799365,9.44,60,Active,2024-12-28
LN01544,CUST04051,ACC04051,Personal,780794,9.80,60,Active,2022-05-29
LN01557,CUST00282,ACC00282,Personal,545542,8.34,60,Active,2022-01-04
LN01593,CUST03222,ACC03222,Personal,337622,10.89,60,Active,2023-07-30
LN01596,CUST03937,ACC03937,Personal,214664,9.35,60,Active,2022-12-05
LN01598,CUST03890,ACC03890,Personal,735639,7.79,60,Active,2022-04-20
LN01617,CUST04882,ACC04882,Personal,633940,11.36,60,Active,2023-01-10
LN01636,CUST01477,ACC01477,Personal,759372,12.03,60,Active,2023-02-06
LN01643,CUST02071,ACC02071,Personal,119676,12.47,60,Active,2023-01-27
LN01652,CUST00971,ACC00971,Personal,225323,8.07,60,Active,2022-07-30
LN01665,CUST03984,ACC03984,Personal,570767,15.94,60,Active,2024-04-22
LN01671,CUST03701,ACC03701,Personal,755303,12.24,60,Active,2023-08-05
LN01703,CUST01319,ACC01319,Personal,263093,10.98,60,Active,2022-02-13
LN01710,CUST01337,ACC01337,Personal,507002,13.80,60,Active,2024-03-04
LN01721,CUST01339,ACC01339,Personal,71130,11.33,60,Active,2024-07-03
LN01725,CUST00833,ACC00833,Personal,766417,8.23,60,Active,2023-05-16
LN01746,CUST00660,ACC00660,Personal,456493,8.52,60,Active,2024-07-25
LN01761,CUST00909,ACC00909,Personal,678406,7.14,60,Active,2022-01-27
LN01762,CUST03967,ACC03967,Personal,660797,15.63,60,Active,2024-06-12
LN01765,CUST03999,ACC03999,Personal,56541,11.92,60,Active,2022-04-25
LN01782,CUST04921,ACC04921,Personal,410883,12.92,60,Active,2024-06-22
LN01799,CUST01171,ACC01171,Personal,388656,13.62,60,Active,2022-09-19
LN01822,CUST01789,ACC01789,Personal,94278,12.76,60,Active,2023-12-19
LN01843,CUST01713,ACC01713,Personal,335276,14.98,60,Active,2023-01-15
LN01899,CUST00035,ACC00035,Personal,296054,12.45,60,Active,2022-02-11
LN01938,CUST04083,ACC04083,Personal,680417,14.70,60,Active,2022-11-01
LN01950,CUST04836,ACC04836,Personal,655529,10.21,60,Active,2023-12-19
LN01961,CUST00693,ACC00693,Personal,174393,9.62,60,Active,2022-03-30
LN01974,CUST04751,ACC04751,Personal,478640,8.45,60,Active,2024-10-24
LN02018,CUST00890,ACC00890,Personal,150825,8.86,60,Active,2025-04-12
LN02079,CUST02872,ACC02872,Personal,85184,10.46,60,Active,2023-01-04
LN02081,CUST01507,ACC01507,Personal,634986,15.30,60,Active,2022-09-08
LN02096,CUST00580,ACC00580,Personal,667962,9.93,60,Active,2023-01-07
LN02115,CUST01614,ACC01614,Personal,100256,14.40,60,Active,2021-09-26
LN02118,CUST02778,ACC02778,Personal,268626,14.56,60,Active,2025-02-14
LN02125,CUST01946,ACC01946,Personal,151635,15.17,60,Active,2023-07-29
LN02141,CUST00950,ACC00950,Personal,624304,7.72,60,Active,2024-02-15
LN02148,CUST00656,ACC00656,Personal,766492,15.92,60,Active,2021-10-06
LN02167,CUST01363,ACC01363,Personal,756412,9.89,60,Active,2022-06-06
LN02171,CUST03980,ACC03980,Personal,207131,15.97,60,Active,2025-06-22
LN02207,CUST01081,ACC01081,Personal,777027,11.00,60,Active,2022-07-14
LN02208,CUST01642,ACC01642,Personal,388762,12.26,60,Active,2025-07-25
LN02234,CUST03227,ACC03227,Personal,192466,13.32,60,Active,2024-05-11
LN02265,CUST04901,ACC04901,Personal,689196,11.22,60,Active,2024-07-15
LN02267,CUST03590,ACC03590,Personal,445371,12.21,60,Active,2022-11-18
LN02289,CUST04883,ACC04883,Personal,473132,15.49,60,Active,2023-06-18
LN02345,CUST04104,ACC04104,Personal,700740,14.56,60,Active,2025-06-29
LN02354,CUST02758,ACC02758,Personal,763543,15.82,60,Active,2023-08-16
LN02380,CUST04692,ACC04692,Personal,596400,13.47,60,Active,2023-11-13
LN02404,CUST02674,ACC02674,Personal,425917,14.72,60,Active,2024-10-08
LN02460,CUST01629,ACC01629,Personal,795504,11.99,60,Active,2022-11-20
LN02461,CUST01543,ACC01543,Personal,374258,12.29,60,Active,2025-07-15
LN02467,CUST00936,ACC00936,Personal,342002,11.02,60,Active,2023-02-10
LN02493,CUST00918,ACC00918,Personal,536220,12.19,60,Active,2024-12-17
LN02522,CUST00343,ACC00343,Personal,518662,10.64,60,Active,2023-07-09
LN02527,CUST01465,ACC01465,Personal,790103,8.92,60,Active,2023-08-28
LN02537,CUST00624,ACC00624,Personal,580597,9.19,60,Active,2023-03-22
LN02557,CUST00883,ACC00883,Personal,695305,10.91,60,Active,2022-11-27
LN02566,CUST03459,ACC03459,Personal,380996,10.29,60,Active,2025-04-23
LN02567,CUST03974,ACC03974,Personal,661837,14.09,60,Active,2023-09-24
LN02581,CUST00851,ACC00851,Personal,531947,8.63,60,Active,2024-11-22
LN02598,CUST01699,ACC01699,Personal,270171,14.67,60,Active,2023-04-27
LN02619,CUST00924,ACC00924,Personal,529844,12.89,60,Active,2022-11-29
LN02629,CUST03945,ACC03945,Personal,555508,13.38,60,Active,2023-04-28
LN02633,CUST03266,ACC03266,Personal,547246,14.70,60,Active,2024-02-03
LN02658,CUST04469,ACC04469,Personal,329724,7.34,60,Active,2025-01-31
LN02662,CUST00538,ACC00538,Personal,732759,10.12,60,Active,2023-11-12
LN02667,CUST01462,ACC01462,Personal,640545,14.27,60,Active,2023-11-16
LN02743,CUST04735,ACC04735,Personal,151064,13.31,60,Active,2024-04-20
LN02748,CUST01738,ACC01738,Personal,289982,13.39,60,Active,2022-05-21
LN02768,CUST02998,ACC02998,Personal,428682,7.83,60,Active,2025-02-08
LN02782,CUST02691,ACC02691,Personal,378542,11.43,60,Active,2023-01-05
LN02803,CUST01124,ACC01124,Personal,611944,13.20,60,Active,2025-12-15
LN02823,CUST04570,ACC04570,Personal,767378,14.66,60,Active,2024-02-07
LN02830,CUST02791,ACC02791,Personal,461559,13.01,60,Active,2026-03-05
LN02880,CUST04252,ACC04252,Personal,95458,7.27,60,Active,2025-09-05
LN02926,CUST04557,ACC04557,Personal,451107,10.17,60,Active,2023-12-27
LN02942,CUST03019,ACC03019,Personal,595710,12.81,60,Active,2025-12-17
LN02973,CUST00464,ACC00464,Personal,206298,13.68,60,Active,2023-12-17
LN02979,CUST03772,ACC03772,Personal,271319,13.02,60,Active,2024-10-27
LN02988,CUST01728,ACC01728,Personal,764017,10.98,60,Active,2023-10-20
LN03014,CUST02412,ACC02412,Personal,151421,15.59,60,Active,2022-07-02
LN03018,CUST00888,ACC00888,Personal,490183,9.17,60,Active,2024-12-26
LN03019,CUST04794,ACC04794,Personal,50275,11.34,60,Active,2023-10-13
LN03056,CUST01289,ACC01289,Personal,222365,14.69,60,Active,2022-01-26
LN03150,CUST03812,ACC03812,Personal,68734,10.79,60,Active,2025-07-09
LN03175,CUST01765,ACC01765,Personal,428784,14.52,60,Active,2024-02-01
LN03205,CUST01292,ACC01292,Personal,90457,14.79,60,Active,2021-07-22
LN03207,CUST00171,ACC00171,Personal,230254,11.12,60,Active,2023-07-04
LN03236,CUST04572,ACC04572,Personal,225763,11.54,60,Active,2025-04-15
LN03238,CUST04913,ACC04913,Personal,372885,8.70,60,Active,2023-03-24
LN03251,CUST02368,ACC02368,Personal,159991,15.70,60,Active,2024-01-31
LN03278,CUST00342,ACC00342,Personal,396831,8.48,60,Active,2023-10-26
LN03291,CUST02232,ACC02232,Personal,619989,13.91,60,Active,2024-07-11
LN03330,CUST02499,ACC02499,Personal,221151,10.57,60,Active,2024-09-12
LN03344,CUST03362,ACC03362,Personal,681054,9.33,60,Active,2023-02-06
LN03362,CUST04622,ACC04622,Personal,624201,10.71,60,Active,2024-02-14
LN03374,CUST02114,ACC02114,Personal,119862,12.90,60,Active,2025-03-09
LN03468,CUST03039,ACC03039,Personal,755631,10.19,60,Active,2023-09-14
LN00021,CUST03322,ACC03322,Personal,454637,12.23,24,Active,2024-07-23
LN00109,CUST02770,ACC02770,Personal,176682,8.69,24,Active,2025-08-09
LN00131,CUST04149,ACC04149,Personal,100795,9.69,24,Active,2025-09-14
LN00206,CUST02692,ACC02692,Personal,108272,7.09,24,Active,2021-12-20
LN00211,CUST00472,ACC00472,Personal,459030,13.39,24,Active,2024-01-07
LN00240,CUST04963,ACC04963,Personal,110789,9.93,24,Active,2024-12-03
LN00244,CUST04580,ACC04580,Personal,785526,13.57,24,Active,2024-02-17
LN00258,CUST03181,ACC03181,Personal,266609,7.55,24,Active,2025-07-05
LN00291,CUST01556,ACC01556,Personal,771785,14.06,24,Active,2022-01-01
LN00304,CUST01048,ACC01048,Personal,613138,14.71,24,Active,2023-06-02
LN00334,CUST02274,ACC02274,Personal,87454,10.21,24,Active,2024-03-20
LN00348,CUST03219,ACC03219,Personal,449269,7.02,24,Active,2022-11-13
LN00361,CUST00705,ACC00705,Personal,494535,9.62,24,Active,2025-04-20
LN00388,CUST03398,ACC03398,Personal,68089,12.29,24,Active,2024-10-25
LN00393,CUST04085,ACC04085,Personal,384225,10.81,24,Active,2021-11-04
LN00403,CUST03992,ACC03992,Personal,273067,14.74,24,Active,2024-10-06
LN00417,CUST00742,ACC00742,Personal,598219,9.26,24,Active,2024-11-04
LN00448,CUST04027,ACC04027,Personal,367416,10.74,24,Active,2024-04-17
LN00475,CUST04964,ACC04964,Personal,423586,9.50,24,Active,2025-06-29
LN00482,CUST04124,ACC04124,Personal,743275,14.74,24,Active,2024-04-01
LN00498,CUST00702,ACC00702,Personal,433271,9.96,24,Active,2025-04-16
LN00515,CUST02070,ACC02070,Personal,642782,8.13,24,Active,2022-10-29
LN00531,CUST01416,ACC01416,Personal,331904,10.49,24,Active,2023-10-02
LN00538,CUST02920,ACC02920,Personal,229436,8.85,24,Active,2025-10-14
LN00539,CUST01050,ACC01050,Personal,160031,13.27,24,Active,2025-06-03
LN00541,CUST01957,ACC01957,Personal,477339,10.92,24,Active,2024-11-20
LN00544,CUST01314,ACC01314,Personal,537773,14.53,24,Active,2022-05-16
LN00566,CUST00917,ACC00917,Personal,110453,10.64,24,Active,2022-05-05
LN00584,CUST04743,ACC04743,Personal,402714,11.86,24,Active,2022-02-06
LN00602,CUST02005,ACC02005,Personal,118398,11.75,24,Active,2023-01-28
LN00606,CUST03182,ACC03182,Personal,150266,11.13,24,Active,2025-06-21
LN00618,CUST03371,ACC03371,Personal,737440,15.39,24,Active,2023-02-21
LN00673,CUST04185,ACC04185,Personal,650636,7.37,24,Active,2022-12-23
LN00676,CUST01544,ACC01544,Personal,793767,12.78,24,Active,2026-03-24
LN00714,CUST00072,ACC00072,Personal,512909,10.59,24,Active,2024-06-21
LN00721,CUST00061,ACC00061,Personal,305006,10.84,24,Active,2023-01-25
LN00725,CUST02091,ACC02091,Personal,103469,11.34,24,Active,2021-07-09
LN00738,CUST00259,ACC00259,Personal,550613,15.25,24,Active,2023-02-04
LN00751,CUST04529,ACC04529,Personal,256487,11.90,24,Active,2022-10-08
LN00756,CUST00109,ACC00109,Personal,746703,12.07,24,Active,2024-05-25
LN00779,CUST04307,ACC04307,Personal,96121,10.56,24,Active,2024-03-21
LN00790,CUST03686,ACC03686,Personal,286322,13.80,24,Active,2022-05-31
LN00806,CUST00877,ACC00877,Personal,425440,7.92,24,Active,2022-04-22
LN00816,CUST02396,ACC02396,Personal,140257,10.29,24,Active,2023-01-26
LN00825,CUST01655,ACC01655,Personal,671994,8.62,24,Active,2023-01-11
LN00838,CUST02889,ACC02889,Personal,52902,7.34,24,Active,2025-01-19
LN00839,CUST00165,ACC00165,Personal,250064,12.58,24,Active,2021-06-25
LN00867,CUST02338,ACC02338,Personal,321585,9.88,24,Active,2025-09-02
LN00875,CUST00738,ACC00738,Personal,74380,12.71,24,Active,2025-12-22
LN00895,CUST00892,ACC00892,Personal,623235,7.85,24,Active,2024-12-02
LN00908,CUST02443,ACC02443,Personal,212903,14.35,24,Active,2024-10-08
LN00954,CUST00832,ACC00832,Personal,399372,14.31,24,Active,2024-02-22
LN00984,CUST00419,ACC00419,Personal,67770,11.00,24,Active,2024-09-03
LN01052,CUST01247,ACC01247,Personal,50860,11.50,24,Active,2022-12-17
LN01086,CUST01853,ACC01853,Personal,663010,7.53,24,Active,2021-12-24
LN01094,CUST00516,ACC00516,Personal,119597,10.33,24,Active,2024-07-13
LN01127,CUST03952,ACC03952,Personal,515455,11.87,24,Active,2023-03-30
LN01155,CUST03446,ACC03446,Personal,466942,12.70,24,Active,2022-12-23
LN01159,CUST03036,ACC03036,Personal,179737,11.01,24,Active,2023-10-04
LN01208,CUST02890,ACC02890,Personal,513050,7.13,24,Active,2023-07-12
LN01215,CUST03186,ACC03186,Personal,145336,13.17,24,Active,2021-12-14
LN01225,CUST00820,ACC00820,Personal,402573,15.95,24,Active,2024-01-07
LN01230,CUST02839,ACC02839,Personal,473403,7.89,24,Active,2025-12-29
LN01232,CUST04562,ACC04562,Personal,440150,11.76,24,Active,2024-08-21
LN01234,CUST03229,ACC03229,Personal,373741,12.11,24,Active,2022-09-26
LN01279,CUST00808,ACC00808,Personal,509145,7.16,24,Active,2022-01-22
LN01290,CUST04172,ACC04172,Personal,168459,9.15,24,Active,2023-01-17
LN01298,CUST00164,ACC00164,Personal,709747,9.38,24,Active,2022-10-20
LN01377,CUST04102,ACC04102,Personal,467981,15.79,24,Active,2024-01-19
LN01417,CUST02529,ACC02529,Personal,790949,7.27,24,Active,2025-05-14
LN01438,CUST01256,ACC01256,Personal,219981,9.28,24,Active,2022-09-01
LN01500,CUST03878,ACC03878,Personal,341630,14.10,24,Active,2022-01-11
LN01563,CUST00233,ACC00233,Personal,207390,12.91,24,Active,2025-05-24
LN01580,CUST01205,ACC01205,Personal,501401,13.55,24,Active,2023-07-09
LN01585,CUST02451,ACC02451,Personal,273458,12.70,24,Active,2021-12-01
LN01610,CUST00457,ACC00457,Personal,554093,10.58,24,Active,2024-08-06
LN01656,CUST03988,ACC03988,Personal,207339,7.14,24,Active,2023-01-05
LN01687,CUST00816,ACC00816,Personal,178804,11.07,24,Active,2022-08-21
LN01694,CUST04712,ACC04712,Personal,787488,14.35,24,Active,2024-01-14
LN01727,CUST02718,ACC02718,Personal,199983,7.80,24,Active,2024-05-14
LN01737,CUST01501,ACC01501,Personal,314597,12.14,24,Active,2024-04-18
LN01749,CUST02687,ACC02687,Personal,73268,12.25,24,Active,2022-11-12
LN01789,CUST02362,ACC02362,Personal,610772,13.85,24,Active,2023-06-20
LN01798,CUST02068,ACC02068,Personal,719227,11.85,24,Active,2022-04-28
LN01807,CUST00584,ACC00584,Personal,206926,11.90,24,Active,2022-09-17
LN01809,CUST01537,ACC01537,Personal,128466,13.74,24,Active,2025-08-25
LN01815,CUST02568,ACC02568,Personal,134424,9.71,24,Active,2025-03-03
LN01819,CUST03512,ACC03512,Personal,520373,11.20,24,Active,2026-05-11
LN01863,CUST04772,ACC04772,Personal,244697,9.00,24,Active,2023-12-13
LN01879,CUST01325,ACC01325,Personal,724417,8.37,24,Active,2022-03-23
LN01892,CUST01403,ACC01403,Personal,772570,11.21,24,Active,2025-01-13
LN01964,CUST02955,ACC02955,Personal,203439,7.09,24,Active,2022-07-22
LN01965,CUST04003,ACC04003,Personal,614476,12.59,24,Active,2023-10-23
LN01972,CUST03714,ACC03714,Personal,176184,9.50,24,Active,2023-07-14
LN01975,CUST02646,ACC02646,Personal,253144,7.32,24,Active,2024-09-06
LN01990,CUST03886,ACC03886,Personal,251179,11.08,24,Active,2023-06-06
LN02013,CUST02472,ACC02472,Personal,737236,12.61,24,Active,2021-05-31
LN02057,CUST04004,ACC04004,Personal,189393,11.99,24,Active,2025-08-09
LN02114,CUST03330,ACC03330,Personal,701584,13.14,24,Active,2025-09-06
LN02150,CUST04575,ACC04575,Personal,92877,8.87,24,Active,2024-01-18
LN02165,CUST00895,ACC00895,Personal,366665,9.18,24,Active,2024-11-14
LN02212,CUST00437,ACC00437,Personal,664209,12.89,24,Active,2022-06-08
LN02228,CUST00782,ACC00782,Personal,185565,8.73,24,Active,2026-02-15
LN02296,CUST01579,ACC01579,Personal,501523,9.63,24,Active,2023-06-16
LN02297,CUST03741,ACC03741,Personal,688400,9.80,24,Active,2024-12-22
LN02301,CUST01715,ACC01715,Personal,543948,7.22,24,Active,2022-10-17
LN02323,CUST00394,ACC00394,Personal,56777,15.82,24,Active,2025-11-20
LN02325,CUST00207,ACC00207,Personal,71224,9.67,24,Active,2023-07-20
LN02332,CUST02093,ACC02093,Personal,235962,10.62,24,Active,2022-05-30
LN02367,CUST04038,ACC04038,Personal,598835,12.41,24,Active,2022-05-28
LN02388,CUST04169,ACC04169,Personal,251561,14.59,24,Active,2023-03-12
LN02419,CUST03852,ACC03852,Personal,153091,10.96,24,Active,2022-03-17
LN02423,CUST01624,ACC01624,Personal,616973,7.62,24,Active,2023-09-04
LN02445,CUST01772,ACC01772,Personal,639861,8.42,24,Active,2023-07-22
LN02474,CUST00319,ACC00319,Personal,173370,14.96,24,Active,2022-11-13
LN02482,CUST00232,ACC00232,Personal,577666,13.42,24,Active,2021-06-15
LN02485,CUST04334,ACC04334,Personal,643587,10.38,24,Active,2023-05-19
LN02494,CUST03924,ACC03924,Personal,60593,10.60,24,Active,2024-04-19
LN02533,CUST00204,ACC00204,Personal,419241,15.70,24,Active,2021-11-05
LN02551,CUST02210,ACC02210,Personal,459464,13.79,24,Active,2023-10-28
LN02568,CUST01331,ACC01331,Personal,55535,15.95,24,Active,2024-04-01
LN02572,CUST00230,ACC00230,Personal,291940,13.70,24,Active,2023-08-24
LN02607,CUST04262,ACC04262,Personal,145871,8.50,24,Active,2023-10-11
LN02609,CUST04639,ACC04639,Personal,506610,8.67,24,Active,2023-04-29
LN02634,CUST03292,ACC03292,Personal,572649,12.34,24,Active,2021-09-09
LN02657,CUST02653,ACC02653,Personal,164363,10.58,24,Active,2024-01-15
LN02663,CUST01181,ACC01181,Personal,297371,15.33,24,Active,2022-11-08
LN02674,CUST03132,ACC03132,Personal,564055,14.31,24,Active,2025-01-10
LN02689,CUST04653,ACC04653,Personal,779373,13.26,24,Active,2022-09-29
LN02731,CUST04864,ACC04864,Personal,363172,7.74,24,Active,2024-08-03
LN02742,CUST03094,ACC03094,Personal,694313,12.81,24,Active,2022-08-05
LN02800,CUST01826,ACC01826,Personal,793004,9.82,24,Active,2022-11-28
LN02804,CUST03351,ACC03351,Personal,311891,12.03,24,Active,2025-03-20
LN02836,CUST02892,ACC02892,Personal,709582,7.75,24,Active,2021-10-17
LN02902,CUST04409,ACC04409,Personal,665052,13.38,24,Active,2024-08-12
LN02922,CUST01170,ACC01170,Personal,243722,14.07,24,Active,2022-06-03
LN02937,CUST02843,ACC02843,Personal,781414,15.33,24,Active,2024-05-26
LN02943,CUST03644,ACC03644,Personal,83350,14.16,24,Active,2022-10-20
LN02950,CUST03341,ACC03341,Personal,470874,8.27,24,Active,2023-09-21
LN02952,CUST04636,ACC04636,Personal,792577,13.99,24,Active,2023-07-13
LN02985,CUST03063,ACC03063,Personal,689929,7.67,24,Active,2022-06-29
LN02993,CUST01743,ACC01743,Personal,539030,12.74,24,Active,2022-04-15
LN03013,CUST01279,ACC01279,Personal,626036,7.61,24,Active,2024-08-11
LN03079,CUST03285,ACC03285,Personal,767496,11.37,24,Active,2024-09-22
LN03081,CUST00434,ACC00434,Personal,546770,7.88,24,Active,2021-08-25
LN03090,CUST02184,ACC02184,Personal,724325,15.97,24,Active,2024-11-24
LN03094,CUST02502,ACC02502,Personal,248022,7.49,24,Active,2024-02-24
LN03126,CUST04165,ACC04165,Personal,108369,9.04,24,Active,2025-07-24
LN03152,CUST00663,ACC00663,Personal,252294,13.98,24,Active,2024-01-09
LN03158,CUST01837,ACC01837,Personal,554411,10.50,24,Active,2022-05-26
LN03165,CUST02548,ACC02548,Personal,572835,10.65,24,Active,2024-05-14
LN03187,CUST01509,ACC01509,Personal,146154,11.30,24,Active,2022-07-01
LN03191,CUST00569,ACC00569,Personal,206375,7.66,24,Active,2024-04-04
LN03204,CUST00860,ACC00860,Personal,463747,12.52,24,Active,2023-02-28
LN03237,CUST00301,ACC00301,Personal,308678,15.01,24,Active,2023-09-10
LN03242,CUST04651,ACC04651,Personal,145527,13.18,24,Active,2024-03-13
LN03253,CUST04106,ACC04106,Personal,636320,7.07,24,Active,2023-04-26
LN03265,CUST00873,ACC00873,Personal,550258,10.48,24,Active,2024-07-25
LN03292,CUST03942,ACC03942,Personal,720606,8.80,24,Active,2021-09-08
LN03296,CUST03387,ACC03387,Personal,487926,13.43,24,Active,2022-05-06
LN03298,CUST04086,ACC04086,Personal,306378,14.23,24,Active,2025-10-11
LN03303,CUST04374,ACC04374,Personal,699362,14.88,24,Active,2023-01-03
LN03309,CUST04240,ACC04240,Personal,649829,10.48,24,Active,2023-07-08
LN03352,CUST00269,ACC00269,Personal,183578,14.37,24,Active,2024-02-23
LN03363,CUST03711,ACC03711,Personal,713066,8.10,24,Active,2024-03-03
LN03372,CUST04787,ACC04787,Personal,710947,15.81,24,Active,2024-11-02
LN03408,CUST04801,ACC04801,Personal,183816,8.93,24,Active,2022-11-29
LN03415,CUST02635,ACC02635,Personal,599927,12.85,24,Active,2023-09-02
LN03417,CUST02878,ACC02878,Personal,442367,12.85,24,Active,2021-10-28
LN03441,CUST03310,ACC03310,Personal,441746,10.87,24,Active,2024-01-20
LN03471,CUST00501,ACC00501,Personal,237890,9.95,24,Active,2022-11-06
LN03498,CUST00901,ACC00901,Personal,758610,10.64,24,Active,2025-11-11
LN00012,CUST02644,ACC02644,Home,2324735,12.76,36,Active,2025-08-22
